strain_name,mating_type,strain_num,concentration,media,FSC.A_mean_all_mean,FSC.A_mean_lowerquant_mean,FSC.A_mean_upperquant_mean,FSC.A_mean_all_corr_mean,FSC.A_mean_upperquant_corr_mean,FSC.A_mean_all_sd,FSC.A_mean_lowerquant_sd,FSC.A_mean_upperquant_sd,FSC.A_mean_all_corr_sd,FSC.A_mean_upperquant_corr_sd,FSC.A_mean_all_se,FSC.A_mean_lowerquant_se,FSC.A_mean_upperquant_se,FSC.A_mean_all_corr_se,FSC.A_mean_upperquant_corr_se
YJM981,haploid_mat_a,SGRP-62,0.2,Glucose,32145.2118222168,6141.80900748698,97859.01072916666,5.231044687339635,15.922933605911105,2698.752877608133,133.12142042388808,6732.77444632973,0.3661820798831743,0.7745535497920816,1558.125700363333,76.85768791663713,3887.1691389815037,0.21141532239296773,0.44718870047423853
YJM981,haploid_mat_alpha,SGRP-63,0.2,Glucose,33534.8873985026,6280.434751712318,94966.82543359375,5.33492793998652,15.11079547085287,3515.0481728474697,137.01132476136033,6772.253689522164,0.46819631256470545,0.76279507534898,2029.414008807989,79.10352523299863,3909.962490666058,0.2703132670928229,0.4403999420892545
YPS128,diploid,SGRP-64,0.2,Glucose,10682.083153053012,5658.421478051497,24361.38666697295,1.8877000273538047,4.306683692153166,541.1259555468517,85.94043046212029,2658.024343958449,0.08658806608470941,0.4813737144887996,312.41921610046836,49.61773066157747,1534.6110704969892,0.049991643262616084,0.2779212436409185
YPS128,haploid_mat_a,SGRP-65,0.2,Glucose,33480.79288064779,7230.088410644531,78283.42329036459,4.629996366282499,10.824616080452126,1068.8938615313862,100.65647984343454,3411.8063744523574,0.0854432157881163,0.3315021027423496,617.1261586902845,58.11404573328707,1969.8073287129498,0.04933066363569623,0.19139282825522252
YPS128,haploid_mat_alpha,SGRP-66,0.2,Glucose,32741.316273925782,7110.406475585938,77369.9286171875,4.602933393114572,10.87522966255473,1651.982474042658,214.3675481963637,4518.499881807023,0.10384512229587052,0.32210564076789816,953.7725260850726,123.76516165669067,2608.757123094577,0.059955009311550456,0.1859677784048429
YPS606,diploid,SGRP-67,0.2,Glucose,10890.627933854166,5824.838208007813,24626.746820638018,1.8698488259330956,4.228545172408359,394.91363796051786,20.705529164358513,1538.5792741622581,0.07391959121216123,0.2788446719299775,228.0034951831594,11.954342836756036,888.2991581071587,0.042677495884728384,0.1609910464008654
YPS606,haploid_mat_a,SGRP-68,0.2,Glucose,34002.12058782552,7177.638824694349,80512.92299108443,4.735504541119305,11.211414827122374,1845.4065634593574,230.866483364174,5467.913780970478,0.13521393977483112,0.5081983152060877,1065.4459761775622,133.29082631716813,3156.9014933489702,0.0780658045271886,0.293408434085949
YPS606,haploid_mat_alpha,SGRP-69,0.2,Glucose,33226.337312613934,7095.373956542969,78658.55428906251,4.682648300081181,11.086534798162171,1292.9290565652002,227.65139609150773,3909.2141655533696,0.09173868661457028,0.45298115995997074,746.4729388510073,131.4345948148261,2256.985850802136,0.05296535541202487,0.26152879464071804
DBVPG 1106,diploid,SGRP-7,0.2,Glucose,10244.704176855468,5013.168580240886,20978.526960286457,2.045734491178864,4.189215067339289,357.6449535855722,276.60159250692095,1729.2110013128056,0.07783995179042635,0.36122306426600953,206.48641022694133,159.69600389215,998.3604370936107,0.04494091711991015,0.2085522333914821
DBVPG 1106,haploid_mat_a,SGRP-8,0.2,Glucose,10738.454344856771,5082.4806875,34215.58519335937,2.1106103621901067,6.721785131677996,944.2149678764673,214.59764426684237,4004.9759646829384,0.1144174522968528,0.5845358857834501,545.1427658763523,123.898007684921,2312.273951307676,0.06605894688357913,0.33748195100807127
DBVPG 1106,haploid_mat_alpha,SGRP-9,0.2,Glucose,12464.477632747396,5384.505327636719,39849.46382617187,2.3069470098485714,7.391862353272433,1907.2568903414347,443.951452352508,4648.231340278942,0.1703251984886818,0.4016615614754465,1101.1552790523958,256.31549052284583,2683.6576155657026,0.09833729919721688,0.23189941064097447
273614N,diploid,SGRP-1,2,Glucose,23926.69039647624,11731.014580463076,53559.56877994792,2.0469667461778456,4.589519284413209,1068.6969987728132,1137.9993894231754,1224.665719531947,0.11412371582390297,0.3722773480443471,617.0124999236289,657.0242538211002,707.0610828390763,0.06588935805185074,0.2149344271066038
DBVPG 1373,diploid,SGRP-10,2,Glucose,19633.949611149088,11454.978076946692,42832.39888867187,1.714896454010568,3.742760699577388,502.7981362334825,284.22866506298135,2637.4892203853665,0.06890677717724515,0.2928057389433365,290.29063930244325,164.09949628552027,1522.7551113742277,0.03978334635227205,0.16905147219920263
DBVPG 1373,haploid_mat_a,SGRP-11,2,Glucose,25410.49845686849,9625.657459724107,58704.149298177086,2.6440642495280855,6.122856712697172,354.4606232986682,401.75923013255823,5702.664320526913,0.15070735552601816,0.8684304276042764,204.64793627860865,231.9557996664493,3292.4347805542875,0.08701093228180322,0.5013885411497908
DBVPG 1373,haploid_mat_alpha,SGRP-12,2,Glucose,25412.866078157553,9648.05069954427,57824.036005208334,2.6371837999476004,6.007006103734292,168.28033601550362,435.87757417111436,1730.6272189316333,0.10633838439196415,0.4573481388288661,97.1566972978717,251.65403478141397,999.1780907170719,0.061394494853890404,0.2640500710662202
DBVPG 6044,diploid,SGRP-13,2,Glucose,17068.72672815755,7388.267829751629,35097.77613020833,2.3255997920762286,4.79016203584102,888.6100887470732,694.853424960757,4245.206416633193,0.27530473392772425,0.8578676098114327,513.03927394274,401.17381194842653,2450.9710674087005,0.1589472622423499,0.49529009545369157
DBVPG 6044,haploid_mat_a,SGRP-14,2,Glucose,22188.432003841146,6729.42287171276,57027.06367447916,3.2963533772393787,8.469786255180995,1301.0137962299127,61.3596562221322,7132.2827766452265,0.16676425103624312,0.9987262734683148,751.1406654727571,35.42601403723092,4117.825381032653,0.0962813852269813,0.5766148828336833
DBVPG 6044,haploid_mat_alpha,SGRP-15,2,Glucose,12485.686946411133,6302.732386695522,25667.7591953125,1.9819631782529807,4.074787258333918,648.9879424516506,338.97599488161217,1967.9949478745825,0.07393162900180734,0.28811170085184346,374.69336327528185,195.70788189372,1136.2224129192139,0.04268444590582102,0.16634136804349275
322134S,diploid,SGRP-16,2,Glucose,38288.39334275716,13647.041232441368,109866.33195572917,2.8058556132178856,8.050837927720831,195.53752717357554,142.7434178850522,2658.7617224141727,0.03663677882471219,0.19480749349344825,112.8936439503376,82.41295074098213,1535.0367961468958,0.021152254116688366,0.11247215880859862
322134S,haploid_mat_a,SGRP-17,2,Glucose,33053.790908658855,15784.98969856771,83844.41458984376,2.0927005212871945,5.3075275737358565,2953.042606393965,248.1401914271318,10370.817513916387,0.1589122576976131,0.5932452838484805,1704.9399437299899,143.26380631721983,5987.594283376112,0.09174803475924811,0.3425103243253962
322134S,haploid_mat_alpha,SGRP-18,2,Glucose,59107.637228971354,13448.479792317708,153488.89087760416,4.404167456188606,11.43210387336929,2025.4547728763205,871.8910117196467,11423.335338575607,0.24796568191973362,0.9056111931890367,1169.396858351556,503.38651032035324,6595.265732769992,0.14316305320614733,0.5228548661688286
L_1374,diploid,SGRP-19,2,Glucose,20805.233358870442,11232.524771927941,41234.995400390624,1.86378747462298,3.709318301527382,717.9380572599971,931.3381768750339,4516.631887635228,0.21493521126359907,0.7225712456135345,414.5017306205363,537.7083471253761,2607.6786361566465,0.12409290208136801,0.41717670316365735
273614N,haploid_mat_a,SGRP-2,2,Glucose,27256.233922428386,8736.236758463541,66142.03508854167,3.12124864026652,7.5822074874236565,670.211697068203,278.89234232458955,4498.102794177626,0.09272912029680551,0.6889216885345107,386.9469037163629,161.01856891602705,2596.98085906106,0.053537182565077855,0.3977491223259713
L_1374,haploid_mat_a,SGRP-20,2,Glucose,27467.717371614584,8415.089778971354,64055.904921875,3.2860830315301275,7.68872686653907,390.9436094965579,763.5303444073212,4256.595095507606,0.36342666440321364,1.2688415556711303,225.71139818080164,440.8244498780146,2457.5463242225574,0.2098244825238832,0.7325660137257106
L_1374,haploid_mat_alpha,SGRP-21,2,Glucose,28069.109316178387,8591.870777390905,65464.188481770834,3.2828074259753994,7.679782352550761,542.54223747164,645.4720097055065,5001.272040124472,0.31796057665319954,1.208944616111176,313.2369068509932,372.66343855784294,2887.485758656413,0.1835746245224134,0.6979844995471364
L_1528,diploid,SGRP-22,2,Glucose,22162.296777945965,9836.177716959635,44884.14393229166,2.304515013186536,4.707948069389052,259.04634351184853,1698.170126688007,3315.905706353399,0.44635450171513585,1.2609261718992761,149.56047615915404,980.4389797731018,1914.4390521705513,0.257702891719235,0.7279960647742915
L_1528,haploid_mat_a,SGRP-23,2,Glucose,30785.427393473306,6794.807040364583,76433.99259635416,4.556985598335186,11.399710618967475,957.1382276348603,724.8959754287221,6742.710904545731,0.3777318726553356,2.1643378172699315,552.6040133766679,418.51888654824904,3892.905955807303,0.21808359835905947,1.249581021418082
L_1528,haploid_mat_alpha,SGRP-24,2,Glucose,31365.96017591146,7328.588428579559,76113.13917708333,4.3173301949899034,10.552511181036659,316.86614813545674,871.6016491501979,6527.301555541189,0.4715057537258898,2.1106798036414207,182.9427559230858,503.2194467629885,3768.539310173569,0.2722239738380999,1.2186015528054808
NCYC 110,diploid,SGRP-25,2,Glucose,21238.096384440105,10190.354041992188,43805.52014973958,2.0909783828775588,4.307637240564466,287.9495777813222,795.9346810434777,1796.929615305184,0.13183969806416285,0.18858096514686923,166.24776624508547,459.5331023578108,1037.4577971112587,0.0761176851672234,0.1088772709915844
NCYC 110,haploid_mat_a,SGRP-26,2,Glucose,47577.67460335286,17164.17073079427,104848.96177671287,2.7715960423976354,6.102237737026857,2580.2884891069093,633.7174782338203,10412.806410102661,0.09418156698785672,0.4392393622149417,1489.730253772767,365.876956648467,6011.836583892233,0.05437575305313985,0.25359496401347614
NCYC 110,haploid_mat_alpha,SGRP-27,2,Glucose,33957.28587792969,12073.778324544272,81223.34741276041,2.811942586605397,6.724038895564604,1412.679236637573,291.99679182081945,6309.208542773189,0.06828646585395419,0.4327957375442723,815.6107375512979,168.58442636025723,3642.6232505435873,0.03942520944278864,0.24987473557530826
SK1,diploid,SGRP-28,2,Glucose,19019.30451953125,10981.749198242187,38825.988114583335,1.731710774601511,3.523350450874044,3173.654873242346,1810.7557132026416,7743.195234581658,0.021795658431606187,0.12235547912302716,1832.3104953814363,1045.440298454198,4470.5358530735475,0.012583729262652969,0.07064196880850537
SK1,haploid_mat_a,SGRP-29,2,Glucose,24601.871244433594,7710.174875325521,78160.35750911458,3.191177085558405,10.137300057348572,975.0071209434643,55.34489866650465,9645.703082428985,0.13691975255151007,1.2527800349328964,562.9206237385112,31.95339214337902,5568.949271163578,0.07905065599299128,0.7232928904038965
273614N,haploid_mat_alpha,SGRP-3,2,Glucose,25877.993763590493,8830.030649902345,60897.45601822917,2.9305534668468454,6.895083503717817,502.555707323223,79.29511898162667,3866.1421731034407,0.03779448737022163,0.3940800173746057,290.15067290584557,45.78105828946556,2232.1182243666362,0.021820657457081373,0.227522204113481
SK1,haploid_mat_alpha,SGRP-30,2,Glucose,53251.260866878256,20012.101599121095,135734.2176328125,2.662667503083622,6.7921293633975015,6465.85065773889,1128.9849086434606,19739.193360732253,0.298943288013054,0.9815615676414279,3733.060617785467,651.8197409163271,11396.42860040484,0.17259498780676855,0.5667048353039694
378604X,diploid,SGRP-31,2,Glucose,24058.08710258789,9289.154606403199,52094.47859895833,2.5911994821849724,5.612984565257357,708.39382782104,365.02764063465753,4739.02427594524,0.07517621227318766,0.5477095986355762,408.9913671847469,210.7488065820735,2736.076941413156,0.04340300639258134,0.3162202842099918
378604X,haploid_mat_a,SGRP-32,2,Glucose,28804.013753190102,10175.887359763608,61476.318641927086,2.840376966269235,6.086605698901811,790.8600297111683,714.0100860012616,6005.881165209713,0.22059853872658688,0.9923231889019788,456.60325104505847,412.2339153569362,3467.497107454731,0.12736262571663304,0.5729180602356654
378604X,haploid_mat_alpha,SGRP-33,2,Glucose,19637.62119065755,8572.498173935928,40878.320861328124,2.305018240387485,4.826704014057378,917.6748966820142,1039.3743131121657,1688.784499269927,0.18631925880577938,0.7239009342597335,529.819848627923,600.0830394640913,975.0201852567598,0.10757147422672828,0.4179443992614787
UWOPS05-217.3,diploid,SGRP-34,2,Glucose,20362.355490983075,10082.257252887057,41872.28616927083,2.0202061286988484,4.154707438852759,614.1198434649759,179.4209313581988,3030.1996779342585,0.07778568235566952,0.32762320177147963,354.5622569391947,103.58872301790944,1749.4865997536615,0.04490958464714452,0.18915334373553086
UWOPS05-217.3,haploid_mat_a,SGRP-35,2,Glucose,15187.060155289713,6007.589320312501,43171.05494726563,2.531386959709528,7.202789460466325,475.576381357568,200.1867960578287,3189.5468980540395,0.1596522757781939,0.7731111920690614,274.57415179702,115.57790059219612,1841.4857601844355,0.09217528439727662,0.4463559548545851
UWOPS05-217.3,haploid_mat_alpha,SGRP-36,2,Glucose,12233.923171923829,5969.783473632812,26709.59211653646,2.0500878812231016,4.476887939908168,516.1668587583954,220.11355655551327,1722.5483801440362,0.08179839192779415,0.30578586565151655,298.0090748509231,127.08262112961151,994.5137709683131,0.04722632359879046,0.17654555184828583
S288c,diploid,SGRP-37,2,Glucose,21091.355170507813,12553.054767936328,39121.33089973959,1.6830032361015934,3.1217257164152983,1020.9780849295253,893.882984917451,2741.5219628568598,0.07788164784923776,0.21004351159213283,589.4619721707701,516.0835819661165,1582.8184432446792,0.044964990350689064,0.12126867795925218
S288c,haploid_mat_a,SGRP-38,2,Glucose,21851.049187923178,13298.979617513021,38750.824458333336,1.6441663058086908,2.9175381173016386,670.1642343288239,308.15293696938693,2766.9097823549664,0.08074533110101817,0.26576012288414175,386.91950109100594,177.91218111084933,1597.4761076660488,0.046618338646978306,0.15343667848702727
S288c,haploid_mat_alpha,SGRP-39,2,Glucose,15930.117562344278,8939.178791509643,30050.444065028012,1.7973705988478692,3.413732450004578,5705.080136121831,3519.3912157873074,9997.03061017667,0.07561128678671207,0.2972565588810624,3293.8295523383263,2031.9214658184064,5771.788313882429,0.04365419678008221,0.17162115428836322
BC187,diploid,SGRP-4,2,Glucose,20827.16772413737,11257.936012847016,42796.48023632813,1.8607232668933509,3.8334821353311606,828.1609714354681,897.0092181190807,4157.169181751475,0.2093216956931936,0.6482877788927209,478.13895979060953,517.888513546627,2400.14274615103,0.12085193735569426,0.37428912365605704
UWOPS83-787.3,diploid,SGRP-40,2,Glucose,23168.800630940754,10168.506370733143,47646.25914453125,2.2786423897149586,4.701038400673285,3802.5956661752793,1031.2346587274624,9434.651052851923,0.3184477635269485,0.9755465655974984,2195.429631485602,595.3836078139723,5447.098325074244,0.183855901995118,0.5632320722547306
UWOPS83-787.3,haploid_mat_a,SGRP-41,2,Glucose,19771.805863753256,8185.99183577474,59810.669675781246,2.4147320209462277,7.300901937060917,812.9670471376725,149.7353646733492,5066.44878982789,0.060372049918999436,0.491505322907271,469.3667435072304,86.44975310136495,2925.1155726425864,0.034855819272263854,0.28377073048864687
UWOPS83-787.3,haploid_mat_alpha,SGRP-42,2,Glucose,22111.905124267578,6215.615387858073,70445.50992708333,3.5554310756691114,11.28753457695524,1385.0656166780304,233.42155401344317,14135.061466821373,0.10369978315613997,1.857896712942536,799.668006634356,134.7659970443222,8160.881542881227,0.05987109772010323,1.072657167343894
UWOPS87-2421,diploid,SGRP-43,2,Glucose,22148.098525976562,9792.05787109375,45226.15520442708,2.3051392551106096,4.738267685615372,375.61523290187716,1507.9587692630741,3501.1605921473733,0.42204514841865237,1.1654977133738245,216.86155582762277,870.6204013608926,2021.3960103523957,0.2436678800496845,0.6729004185562709
UWOPS87-2421,haploid_mat_a,SGRP-44,2,Glucose,30271.617494921877,6798.839869140625,72993.92835677083,4.497088256829045,10.92724115965729,871.6306372379365,936.7944075964389,5234.219446961674,0.4922893749883587,2.1756371949896876,503.2361830432477,540.8585034011401,3021.978006700897,0.2842234031687215,1.2561047201862585
UWOPS87-2421,haploid_mat_alpha,SGRP-45,2,Glucose,30595.520928385416,7161.440153157552,72460.55601692709,4.294733915170956,10.212124960504786,61.60055759989299,621.4115725937885,4862.804279636358,0.38855690624232875,1.6244742553227567,35.56509851252927,358.77213871457246,2807.5413598645155,0.22433343441449669,0.9378906486022105
Y12,diploid,SGRP-46,2,Glucose,17815.386020442707,6982.1418254646305,38955.15384179688,2.553939633631648,5.591061481808056,470.92727487554686,216.46438213435042,3614.117900786812,0.12948535439033504,0.6695243951377478,271.8899889181339,124.97576929523323,2086.611942902311,0.07475840421337403,0.38655008976180005
Y12,haploid_mat_a,SGRP-47,2,Glucose,17239.633622200523,5588.925913214715,43103.57499869792,3.0833706704198747,7.701126333025137,921.6576280892197,154.96759079090276,5187.125715251249,0.09357345828404728,0.7558495251830846,532.119279677983,89.47058025879548,2994.788428020739,0.054024661329298916,0.43638992683130473
Y12,haploid_mat_alpha,SGRP-48,2,Glucose,18764.902430208334,5812.621931640625,48543.66551953125,3.227422288858356,8.347416120486077,1059.8994730213024,74.749545980248,4703.930661324691,0.15035637086934678,0.7314044699962897,611.9332460627915,43.156670493498495,2715.8156335651447,0.08680829119579257,0.42227656763885346
Y55,diploid,SGRP-49,2,Glucose,10190.656703238932,5998.536335845886,18929.585061732538,1.699574988045387,3.158918508464918,282.3615013272392,235.3631515610171,295.32309095461784,0.03783368130141211,0.13347199155741454,163.02148880006843,135.8869789110719,170.50486606056094,0.021843286083804796,0.07706009025494875
BC187,haploid_mat_a,SGRP-5,2,Glucose,29838.648016259765,10734.516734537761,69646.09950260416,2.782066529306254,6.501070118167702,1752.136305988971,664.5497555170112,5122.496783538305,0.12411855580315632,0.5556544435780844,1011.5963679196489,383.67798023764647,2957.474896898833,0.0716598816043799,0.32080724257621873
Y55,haploid_mat_a,SGRP-50,2,Glucose,19534.099960400392,6002.916655598959,50955.69007174466,3.251158033534681,8.461769533718183,2512.0445043512045,704.2071558609151,8170.122206476595,0.042202867640361894,0.525789618399605,1450.329570803488,406.5741910015601,4717.022255221402,0.024365836992737085,0.3035647777201226
Y55,haploid_mat_alpha,SGRP-51,2,Glucose,23090.88068806966,6753.421693759854,60510.592765625,3.4140193765676954,8.935678693355836,2455.0279321983135,508.1874569131915,8895.301479745945,0.10608737903972518,0.7409910365112945,1417.4110375227467,293.4021650476225,5135.704703854199,0.061249576846207195,0.4278113743968957
YIIc17_E5,diploid,SGRP-52,2,Glucose,21521.241711409504,12260.377354003906,44150.84542844981,1.7555088304971718,3.602458399294917,234.74191790219908,152.7141465353769,1749.981740783633,0.027066416012417497,0.18277781654827155,135.52830949092368,88.16955361126381,1010.3524291183605,0.01562680257076764,0.10552682158603661
YIIc17_E5,haploid_mat_a,SGRP-53,2,Glucose,19775.255311490884,9439.611905598958,54161.889447265625,2.0982380053625533,5.753532465213625,705.7047981440677,499.8758952524014,4030.0210161069135,0.12027492351299529,0.6042439693582221,407.438855176888,288.6034826853791,2326.7337184891758,0.06944075946698948,0.34886041836517756
YIIc17_E5,haploid_mat_alpha,SGRP-54,2,Glucose,16166.490108414715,8149.019118326823,42904.28018164062,1.9842162726947554,5.267459916477823,263.4839021404662,100.66574488589275,2543.324609276026,0.05081880321732836,0.3638089222846893,152.1225018279312,58.11939490804438,1468.3891478021135,0.02934024971741915,0.21004517921465302
YJM975,diploid,SGRP-55,2,Glucose,20210.25667836914,10044.800397949219,42069.00670768229,2.0403960002056705,4.241995191525216,633.0919255005491,1651.0159557588308,1856.6582293781066,0.25907442998407004,0.49308272028975003,365.51579360952053,953.2145064937283,1071.942128524584,0.1495766918914517,0.28468144129204015
YJM975,haploid_mat_a,SGRP-56,2,Glucose,29517.617975439454,10583.424967936198,71148.46074348959,2.792423922235386,6.735798965200026,1264.0587076657196,287.433985610267,6627.970672242812,0.1938529253094386,0.7999635930101131,729.8046351422937,165.95008896633468,3826.6606518003323,0.11192103861060079,0.46185919576628903
YJM975,haploid_mat_alpha,SGRP-57,2,Glucose,29335.874430322267,10652.687075683594,69698.96506770834,2.7554205627222803,6.5484221475207685,1364.4715028936475,215.78540882039775,5701.561574809947,0.16357250682794316,0.620973880746311,787.7779894972207,124.5837638696501,3291.79811001775,0.0944386308491349,0.35851943720860924
YJM978,diploid,SGRP-58,2,Glucose,21985.46305773112,11644.573376464843,44186.481634114585,1.8892259655320336,3.794909035223604,779.9619697822743,509.45509957852835,3258.892102763462,0.06554789835336894,0.23478585224218432,450.31125321146686,294.13403888169097,1881.5222327904305,0.037844096759131786,0.13555367499394083
YJM978,haploid_mat_a,SGRP-59,2,Glucose,34221.657978401694,11128.392618001302,84995.50846744791,3.0916410064521527,7.664241701831245,2764.041080553268,1353.9468910761796,10261.555781139152,0.28881786723742237,0.8362171677894622,1595.8198619086133,781.7016020312892,5924.51199254505,0.1667490733962994,0.48279020692423247
BC187,haploid_mat_alpha,SGRP-6,2,Glucose,28529.607004427082,10795.856683211483,63472.20520963542,2.643421351570642,5.885347622997698,527.7952077360203,242.83001219145947,3549.73281455679,0.07070559092415249,0.4480275044214662,304.72270526338576,140.19797290605925,2049.4391960356106,0.040821891953271,0.2586688002820898
YJM978,haploid_mat_alpha,SGRP-60,2,Glucose,35595.969300227865,12356.827220377603,82395.76239973959,2.881264857600363,6.6699068399127395,1531.629222803056,117.36521607696379,5926.150522717371,0.14069284272726099,0.514474147176391,884.2865440840418,67.76083909553364,3421.464599549116,0.08122905062163782,0.2970317873633925
YJM981,diploid,SGRP-61,2,Glucose,22067.600156933593,9779.190556640624,48851.24035546875,2.2564641164097496,4.9945717552870414,643.0667755405673,35.988746908341156,3587.1343996296514,0.05855394855795842,0.3491871364105514,371.2747759652512,20.77811271532808,2071.033011245546,0.03380613796205279,0.2016032872041864
YJM981,haploid_mat_a,SGRP-62,2,Glucose,36049.54036373698,11768.10454296875,90976.28268880208,3.06519153375782,7.740473484478398,861.8323346889855,244.56256456331022,6448.3044894995055,0.13529282986904348,0.7018714273397337,497.57913042900947,141.1982624843324,3722.930332829212,0.0781113517443185,0.4052256575111022
YJM981,haploid_mat_alpha,SGRP-63,2,Glucose,37181.057787679034,13826.755794108072,88918.28504557292,2.6902697240055415,6.437360882700687,667.9139400047994,391.3608391636427,3845.4356686840297,0.07828888716914684,0.40891592230841856,385.6202930572745,225.95228584140696,2220.163318466113,0.045200110081663164,0.23608771782068957
YPS128,diploid,SGRP-64,2,Glucose,20278.30104418945,8203.97666497451,43073.40442903646,2.475050794203765,5.262920210194584,586.0515294550513,359.92147104201905,3706.287335049118,0.13494014407762772,0.6032054045263578,338.3570082898658,207.8007581932358,2139.8259905847094,0.07790772850770525,0.3482608026799298
YPS128,haploid_mat_a,SGRP-65,2,Glucose,23308.586434309895,5928.35258391889,64027.89432942709,3.930025359989526,10.787874654608105,1190.5723461265452,145.8084973542383,6678.130317418282,0.10762392684900302,0.9031395036092127,687.3772645258853,84.18257519760434,3855.6203364448465,0.062136703137516486,0.521427835524564
YPS128,haploid_mat_alpha,SGRP-66,2,Glucose,23862.71918339844,6200.881319668612,64685.715290364584,3.8481636652944937,10.429449300593946,659.8702911923097,109.31190324786489,7269.973870383665,0.07410321435900465,1.1293818600164591,380.97629025011673,63.11125676578512,4197.3213710675545,0.04278351075798788,0.652048920898383
YPS606,diploid,SGRP-67,2,Glucose,19637.690694254557,7865.4761824544275,41193.105276041664,2.497154912734632,5.234281604552047,329.94951340153574,202.05478851747066,2420.7691875891865,0.032513951333384083,0.1787687917483972,190.4964403813627,116.6563865416146,1397.6317421005685,0.018771938554747694,0.10321221003864127
YPS606,haploid_mat_a,SGRP-68,2,Glucose,23412.380340152995,5845.206671875,64550.65725130209,4.004106563514971,11.031390463350855,1052.0852008714778,111.0738513304873,7636.596985441708,0.10673295432405379,1.128423345363327,607.4216739335692,64.12851796558532,4408.991325237455,0.06162229991039649,0.6514955222053749
YPS606,haploid_mat_alpha,SGRP-69,2,Glucose,24048.946147851562,6146.523399088542,64318.915399739584,3.9099634431225114,10.444398262801727,1571.5658630499963,163.20194220983007,8782.813270459712,0.15214863367278603,1.1492068278058447,907.3439740811419,94.22468526711513,5070.759605942132,0.08784305460781677,0.6634948713882604
DBVPG 1106,diploid,SGRP-7,2,Glucose,18222.22019790039,10897.058226743453,33869.08013541667,1.672907599346672,3.110683181253458,188.53986160393308,313.1598524100504,865.7440173080746,0.03855979743096111,0.15080776449692768,108.85353985000556,180.80292508832608,499.8375414421249,0.022262509426662837,0.08706890342818689
DBVPG 1106,haploid_mat_a,SGRP-8,2,Glucose,25764.707075016275,9665.88805310152,55720.00416927083,2.6718429686428258,5.786768662658668,667.7798647552443,632.3490630347203,3061.1232360305726,0.15584715118486106,0.5847260500405507,385.5428846758522,365.0869017649034,1767.3403243448695,0.08997839468901585,0.3375917423930985
DBVPG 1106,haploid_mat_alpha,SGRP-9,2,Glucose,25419.077890771485,8938.490890429719,56337.49766015625,2.887311628664448,6.423312925505148,827.9200636883807,1453.9302861457154,1091.2373224290377,0.40412087110146805,1.111763747071732,477.9998716379787,839.4270420891785,630.0261618541714,0.23331929371557864,0.6418770986471316
273614N,diploid,SGRP-1,0.02,Glycerol,13372.000500016276,7007.270727376303,24792.099515625,1.9085773939772472,3.5381997021289284,396.5634473712004,203.81707618252904,1151.2633037490407,0.04025457841287338,0.13169326595034977,228.95601309052856,117.67384379942561,664.6821783276466,0.023240991682787347,0.07603314254689543
DBVPG 1373,diploid,SGRP-10,0.02,Glycerol,12555.98621212565,6705.159776059209,24287.157633463543,1.8726538444252212,3.622632740459322,469.61468138048673,224.80479010963697,1034.8863404911367,0.03546858113957994,0.11719005032713639,271.1321627104244,129.79110608491624,597.4919072632246,0.020477794868710562,0.06765970710271799
DBVPG 1373,haploid_mat_a,SGRP-11,0.02,Glycerol,13019.287971809896,5631.468676337009,35843.495455729164,2.311568003760262,6.362672104652602,436.4610616312482,102.03370150417227,2041.9924283138294,0.04539414817693882,0.27558493762638386,251.990911423591,58.909185029847784,1178.944878170167,0.02620832366958939,0.15910903792319897
DBVPG 1373,haploid_mat_alpha,SGRP-12,0.02,Glycerol,12884.7180308431,5690.96477068667,34155.92673697917,2.264120446167858,6.002833139636421,237.47416756894884,65.02194476569197,542.8054131722054,0.03801020932138154,0.15224352785401996,137.10577457151493,37.54043731370524,313.38885141255884,0.021945204583653656,0.08789784178889672
DBVPG 6044,diploid,SGRP-13,0.02,Glycerol,10741.903123730468,6539.936108235677,18501.289683919273,1.6421248541097164,2.828731339092203,567.9617251250155,282.859764687569,857.2746515886532,0.022659373276213732,0.014395123347842133,327.91285489033197,163.30916128528216,494.9477508641516,0.013082395260690211,0.008311028339894522
DBVPG 6044,haploid_mat_a,SGRP-14,0.02,Glycerol,16884.33180641276,6175.962757486979,51110.699681640624,2.733083859756769,8.278287288316873,1136.3507637618497,194.929196132029,2880.442857321121,0.14447566085866903,0.4656355603423444,656.0724193517408,112.5424238597443,1663.0244590596842,0.08341306168810164,0.26883481610791476
DBVPG 6044,haploid_mat_alpha,SGRP-15,0.02,Glycerol,10230.699549690755,6013.096186197266,18881.190924804687,1.70089660149657,3.139666285888839,543.0957691906661,258.0755358541393,940.6825997853052,0.018013775496678576,0.056275131322449864,313.556488537978,148.99998009664424,543.103352208043,0.01040025813212886,0.03249046221769797
322134S,diploid,SGRP-16,0.02,Glycerol,26859.230908235677,10656.677964192708,70019.82648046875,2.5240606722167658,6.597768257572023,2276.7428165261686,766.4886856230371,2979.6022241419637,0.20921856434702554,0.630566426268698,1314.4780779969303,442.5324489752629,1720.2741461863704,0.12079239444522225,0.3640576959481731
322134S,haploid_mat_a,SGRP-17,0.02,Glycerol,27839.567927001954,10704.899992949271,66963.25982291666,2.6396636382406613,6.371370339686576,440.53130085811347,1534.0248600569178,2632.6830505824055,0.41321715001448395,1.2140933571915702,254.34086513688783,885.6696658974395,1519.980267944717,0.2385710327946323,0.7009571265958896
